ORG_NAME,Part of OrgUnit,ORG_UNIT,Standard Geographical Classification,YEAR,SOURCE,SUB_SECTOR,Building Type,CONNECTION,kWh,GJ,Emissions (tonnes CO2e)
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,33,"2,393,348","8,616","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,374,"6,387,326","22,994","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,65,"5,671,529","20,418","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,IND_TRANSPORTATION,51,"1,034,262","3,723","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,IND_WOOD,61,"20,428,596","73,543","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,IRRIGATION,3,"93,609",337,"2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,NON-FOOD RETAIL,522,"19,831,858","71,395","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,NURSING HOME,16,"7,602,780","27,370","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,OFFICES,569,"26,160,665","94,178","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,OTHER COMMERCIAL,119,"8,797,471","31,671","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,RESTAURANT,138,"14,107,264","50,786","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,SCHOOL,81,"9,636,368","34,691","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,STREET LIGHT,117,"3,398,165","12,233","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,5,"1,574,314","5,668","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,CSMI,WAREHOUSES,191,"12,885,312","46,387","2,235"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,Res,APARTMENT,"5,980","29,963,480","107,869","4,295"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,Res,COMMON USE,659,"12,096,369","43,547","4,295"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,Res,MOBILE/OTHER,481,"5,493,036","19,775","4,295"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,Res,ROW HOME,"5,226","52,230,467","188,030","4,295"
Maple Ridge,Metro Vancouver Regional District,5915075,15075,2022,BC Hydro,Res,SINGLE/DUPLEX,"21,343","273,763,107","985,547","4,295"
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,CONSTRUCTION,28,"175,586",632,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,FOOD RETAIL,0,0,0,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,HOTELS,3,"567,732","2,044",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_AGRICULTURE,104,"3,872,161","13,940",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,9,"4,040,201","14,545",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_MANUFACTURING,38,"9,831,840","35,395",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,24,"2,802,663","10,090",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,234,"1,342,672","4,834",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,12,"424,874","1,530",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_TRANSPORTATION,72,"13,215,726","47,577",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IND_WOOD,3,"768,093","2,765",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,IRRIGATION,16,"213,284",768,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,NON-FOOD RETAIL,30,"1,581,487","5,693",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,NURSING HOME,4,"699,997","2,520",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,OFFICES,70,"8,102,641","29,170",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,OTHER COMMERCIAL,39,"5,979,357","21,526",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,RESTAURANT,3,"446,539","1,608",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,SCHOOL,13,"1,205,384","4,339",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,STREET LIGHT,26,"285,295","1,027",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,CSMI,WAREHOUSES,26,"558,392","2,010",645
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,Res,APARTMENT,97,"702,894","2,530","1,164"
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,Res,COMMON USE,30,"351,953","1,267","1,164"
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,Res,MOBILE/OTHER,112,"1,119,315","4,030","1,164"
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,Res,ROW HOME,183,"2,372,651","8,542","1,164"
North Saanich,Capital Regional District,5917005,17005,2022,BC Hydro,Res,SINGLE/DUPLEX,"4,775","96,701,319","348,125","1,164"
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,CONSTRUCTION,15,"878,073","3,161",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,FOOD RETAIL,18,"3,453,990","12,434",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,HEALTH SERVICES,28,"778,717","2,803",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,HOTELS,9,"1,215,413","4,375",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_AGRICULTURE,0,0,0,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_CHEMICAL,3,"2,699,349","9,718",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,16,"607,193","2,186",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_MANUFACTURING,90,"6,760,617","24,338",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,4,"264,353",952,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,39,"1,202,822","4,330",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,13,"2,719,087","9,789",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_TRANSPORTATION,12,"374,140","1,347",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IND_WOOD,6,"143,488",517,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,NON-FOOD RETAIL,207,"6,024,625","21,689",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,NURSING HOME,11,"1,970,917","7,095",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,OFFICES,181,"6,011,213","21,640",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,OTHER COMMERCIAL,42,"5,115,968","18,417",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,3,"94,252",339,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,RESTAURANT,46,"2,747,280","9,890",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,SCHOOL,5,"756,537","2,724",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,STREET LIGHT,18,"442,324","1,592",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,CSMI,WAREHOUSES,65,"1,781,953","6,415",529
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,Res,APARTMENT,"2,259","12,474,185","44,907",791
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,Res,COMMON USE,202,"6,244,173","22,479",791
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,Res,MOBILE/OTHER,276,"2,878,336","10,362",791
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,Res,ROW HOME,774,"7,561,997","27,223",791
Sidney,Capital Regional District,5917010,17010,2022,BC Hydro,Res,SINGLE/DUPLEX,"3,072","39,636,487","142,691",791
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,CONSTRUCTION,23,"316,352","1,139",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,FOOD RETAIL,19,"4,880,230","17,569",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,HEALTH SERVICES,20,"990,380","3,565",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,HOTELS,5,"1,358,736","4,891",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_AGRICULTURE,363,"13,187,684","47,476",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_CHEMICAL,7,"1,229,664","4,427",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,27,"2,919,674","10,511",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_MANUFACTURING,84,"8,369,906","30,132",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,10,"215,939",777,825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,185,"1,769,257","6,369",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,29,"845,064","3,042",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_TRANSPORTATION,7,"803,253","2,892",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IND_WOOD,19,"1,611,324","5,801",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,IRRIGATION,32,"259,602",935,825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,NON-FOOD RETAIL,121,"5,689,985","20,484",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,NURSING HOME,4,"1,024,898","3,690",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,OFFICES,171,"6,722,853","24,202",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,OTHER COMMERCIAL,53,"5,503,504","19,813",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,RESTAURANT,26,"1,989,291","7,161",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,SCHOOL,17,"2,342,331","8,432",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,STREET LIGHT,35,"465,993","1,678",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,CSMI,WAREHOUSES,65,"9,276,998","33,397",825
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,Res,APARTMENT,902,"4,957,362","17,847","1,159"
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,Res,COMMON USE,114,"2,416,829","8,701","1,159"
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,Res,MOBILE/OTHER,187,"1,983,805","7,142","1,159"
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,Res,ROW HOME,729,"8,714,691","31,373","1,159"
Central Saanich,Capital Regional District,5917015,17015,2022,BC Hydro,Res,SINGLE/DUPLEX,"4,940","82,721,547","297,798","1,159"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,CONSTRUCTION,71,"720,241","2,593","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,FOOD RETAIL,54,"19,459,581","70,054","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,HEALTH SERVICES,102,"5,634,150","20,283","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,HOTELS,10,"2,227,928","8,021","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_AGRICULTURE,368,"10,280,268","37,009","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_CHEMICAL,10,"445,082","1,602","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,33,"4,525,658","16,292","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_MANUFACTURING,234,"9,456,929","34,045","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,54,"1,144,389","4,120","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,481,"10,621,257","38,237","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,73,"8,524,934","30,690","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_TRANSPORTATION,34,"23,245,359","83,683","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IND_WOOD,20,"762,998","2,747","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,IRRIGATION,13,"279,783","1,007","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,NON-FOOD RETAIL,486,"25,665,208","92,395","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,NURSING HOME,19,"11,712,442","42,165","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,OFFICES,742,"42,710,915","153,759","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,OTHER COMMERCIAL,165,"17,334,814","62,405","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,6,"263,381",948,"3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,6,"4,956,083","17,842","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,RESTAURANT,139,"12,376,237","44,554","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,SCHOOL,118,"14,506,657","52,224","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,STREET LIGHT,186,"4,173,000","15,023","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,11,"52,645,715","189,525","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,CSMI,WAREHOUSES,105,"6,221,794","22,398","3,333"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,Res,APARTMENT,"9,707","46,896,683","168,828","7,223"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,Res,COMMON USE,743,"23,936,651","86,172","7,223"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,Res,MOBILE/OTHER,301,"2,883,666","10,381","7,223"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,Res,ROW HOME,"4,122","45,608,184","164,189","7,223"
Saanich,Capital Regional District,5917021,17021,2022,BC Hydro,Res,SINGLE/DUPLEX,"31,379","508,828,331","1,831,782","7,223"
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,CONSTRUCTION,25,"331,450","1,193",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,FOOD RETAIL,18,"1,557,659","5,608",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,HEALTH SERVICES,6,"146,796",528,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,HOTELS,5,"2,812,418","10,125",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_AGRICULTURE,3,"60,004",216,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,11,"583,200","2,100",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_MANUFACTURING,11,"100,030",360,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,13,"64,080",231,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,147,"733,044","2,639",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_TRANSPORTATION,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IND_WOOD,3,"15,438",56,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,NON-FOOD RETAIL,97,"1,049,804","3,779",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,OFFICES,167,"3,599,565","12,958",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,OTHER COMMERCIAL,50,"5,028,848","18,104",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,RESTAURANT,26,"2,019,870","7,272",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,SCHOOL,8,"2,185,133","7,866",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,STREET LIGHT,19,"329,100","1,185",237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,CSMI,WAREHOUSES,4,"21,031",76,237
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,Res,APARTMENT,"2,129","7,679,763","27,647","1,107"
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,Res,COMMON USE,170,"7,048,300","25,374","1,107"
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,Res,MOBILE/OTHER,0,0,0,"1,107"
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,Res,ROW HOME,131,"1,872,422","6,741","1,107"
Oak Bay,Capital Regional District,5917030,17030,2022,BC Hydro,Res,SINGLE/DUPLEX,"5,603","79,650,007","286,740","1,107"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,CONSTRUCTION,90,"7,217,935","25,985","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,FOOD RETAIL,102,"16,204,969","58,338","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,HEALTH SERVICES,184,"3,292,489","11,853","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,HOTELS,114,"42,702,490","153,729","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_AGRICULTURE,3,"113,258",408,"4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_CHEMICAL,15,"532,917","1,919","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,99,"13,138,041","47,297","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_MANUFACTURING,428,"15,846,267","57,047","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,27,"3,013,610","10,849","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,324,"13,375,685","48,152","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,101,"3,716,981","13,381","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_TRANSPORTATION,48,"5,384,007","19,382","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IND_WOOD,44,"1,608,851","5,792","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,"4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,NON-FOOD RETAIL,"1,258","55,988,564","201,559","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,NURSING HOME,58,"28,393,923","102,218","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,OFFICES,"1,401","119,202,966","429,131","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,OTHER COMMERCIAL,228,"20,197,857","72,712","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,11,"173,764",626,"4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,RESTAURANT,402,"27,139,215","97,701","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,SCHOOL,73,"5,969,613","21,491","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,STREET LIGHT,98,"2,568,733","9,247","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,6,"197,446",711,"4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,CSMI,WAREHOUSES,235,"8,953,070","32,231","4,541"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,Res,APARTMENT,"34,861","139,137,130","500,894","4,602"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,Res,COMMON USE,"1,821","78,531,410","282,713","4,602"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,Res,MOBILE/OTHER,121,"763,363","2,748","4,602"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,Res,ROW HOME,"2,601","24,933,533","89,761","4,602"
Victoria,Capital Regional District,5917034,17034,2022,BC Hydro,Res,SINGLE/DUPLEX,"12,577","156,872,981","564,743","4,602"
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,CONSTRUCTION,23,"900,599","3,242",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,FOOD RETAIL,15,"2,953,078","10,631",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,HEALTH SERVICES,9,"192,240",692,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,HOTELS,5,"1,083,920","3,902",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_AGRICULTURE,0,0,0,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,19,"2,236,444","8,051",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_MANUFACTURING,44,"3,963,168","14,267",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,7,"13,129,240","47,265",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,56,"747,034","2,689",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,14,"362,399","1,305",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_TRANSPORTATION,11,"63,284",228,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IND_WOOD,6,"84,413",304,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,NON-FOOD RETAIL,79,"2,010,247","7,237",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,NURSING HOME,5,"1,312,029","4,723",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,OFFICES,151,"20,195,789","72,705",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,OTHER COMMERCIAL,34,"4,924,650","17,729",684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,684
Esquimalt,Capital Regional District,5917040,17040,2022,BC Hydro,CSMI,RESTAURANT,29,"1,922,640","6,922",684
